,passenger_count,distances,trip_duration
1477,1,4771,1916
1478,1,3331,786
1479,2,907,169
1480,1,704,270
1481,2,1390,393
1482,1,1460,405
1483,5,1305,422
1484,2,9258,2164
1485,1,2391,831
1486,1,1356,546
1487,5,0,288
1488,1,1430,213
1489,1,4326,1006
1490,1,2034,532
1491,2,36969,3241
1492,2,7795,1713
1493,2,4243,522
1494,2,556,166
1495,1,1249,354
1496,4,172,201
1497,2,1860,645
1498,1,1858,478
1499,1,2713,549
1500,1,10435,2717
1501,6,1793,618
1502,2,1348,415
1503,1,1093,960
1504,4,2748,1446
1505,2,763,388
1506,1,4072,1010
1507,1,6325,755
1508,4,769,296
1509,1,1434,304
1510,2,16791,1943
1511,1,136,1498
1512,1,1529,476
1513,1,1668,584
1514,5,6923,1256
1515,1,2819,872
1516,1,1658,362
1517,1,1544,513
1518,5,2634,1353
1519,2,2669,788
1520,1,5587,1852
1521,1,2928,1015
1522,1,1040,557
1523,1,533,272
1524,1,1110,385
1525,1,3274,477
1526,5,725,371
1527,1,1415,676
1528,1,10265,2608
1529,1,1938,1265
1530,1,834,594
1531,4,3148,351
1532,1,2149,883
1533,1,3080,1146
1534,1,2028,886
1535,1,3525,699
1536,1,9168,1696
1537,2,1248,407
1538,2,3003,1161
1539,6,1949,550
1540,1,550,266
1541,1,5020,1155
1542,1,45,841
1543,1,2785,444
1544,2,826,155
1545,5,1703,215
1546,5,770,662
1547,1,9409,2532
1548,1,2944,562
1549,1,3518,1087
1550,1,987,335
1551,1,5796,1967
1552,1,6690,653
1553,1,1439,582
1554,1,711,327
1555,1,1019,258
1556,3,1082,203
1557,1,3698,672
1558,1,4156,609
1559,1,2922,848
1560,1,8197,2054
1561,1,1887,897
1562,1,5325,1464
1563,1,2958,376
1564,2,1976,515
1565,1,9326,1346
1566,1,5362,690
1567,1,2027,787
1568,1,3286,2884
1569,1,2179,740
1570,1,1153,391
1571,1,6007,652
1572,1,0,252
1573,4,969,451
1574,1,2217,765
1575,2,2338,658
1576,1,1034,209
1577,2,847,347
1578,3,752,146
1579,1,2490,724
1580,3,9806,2033
1581,1,1527,678
1582,1,1922,902
1583,1,2449,1003
1584,5,3123,772
1585,1,2217,634
1586,1,8611,2997
1587,1,3786,1090
1588,2,1385,462
1589,2,8409,2126
1590,1,3346,938
1591,3,934,350
1592,1,911,416
1593,1,936,342
1594,1,757,373
1595,1,3671,962
1596,2,2045,907
1597,2,3397,456
1598,1,714,484
1599,2,1918,643
1600,1,2484,453
1601,1,1446,661
1602,1,2311,1199
1603,6,877,525
1604,1,1452,529
1605,1,1102,315
1606,1,1664,1132
1607,1,2489,381
1608,1,4400,657
1609,1,1235,360
1610,1,3349,737
1611,1,1549,428
1612,1,1935,510
1613,1,8630,1818
1614,2,7340,1073
1615,1,1021,435
1616,1,793,188
1617,1,11176,1223
1618,2,18470,2040
1619,1,5565,1517
1620,1,988,94
1621,1,1252,606
1622,1,5247,1226
1623,1,6952,895
1624,3,1228,507
1625,1,4844,2246
1626,1,2568,529
1627,1,713,270
1628,1,739,201
1629,3,2091,487
1630,1,1354,229
1631,2,4062,1809
1632,1,1998,725
1633,1,2436,569
1634,6,971,826
1635,1,13444,2924
1636,1,3699,1017
1637,1,1513,572
1638,1,2368,507
1639,1,2300,587
1640,2,1007,142
1641,1,2762,1048
1642,5,4273,1608
1643,1,2492,1094
1644,1,2000,703
1645,1,3290,911
1646,1,6390,1336
1647,1,4821,732
1648,1,11,80
1649,2,10123,1741
1650,1,3434,887
1651,1,6077,1595
1652,1,1315,675
1653,1,645,158
1654,1,3768,797
1655,1,8534,947
1656,1,1379,886
1657,5,1873,740
1658,1,1700,518
1659,1,2190,443
1660,1,3456,810
1661,1,4138,1170
1662,2,5146,1434
1663,1,146,146
1664,5,2586,663
1665,1,2581,646
1666,1,6618,1269
1667,1,1038,270
1668,1,9018,2525
1669,1,542,405
1670,1,1601,973
1671,1,2214,615
1672,2,10728,1183
1673,3,3604,726
1674,1,1095,227
1675,1,3459,508
1676,1,3069,892
1677,1,3202,502
1678,2,1029,173
1679,1,2800,352
1680,1,4514,2693
1681,1,3137,717
1682,1,905,313
1683,1,4618,1236
1684,1,1572,644
1685,1,1258,398
1686,1,2124,916
1687,4,1449,850
1688,5,19936,2356
1689,2,370,216
1690,2,2611,1066
1691,1,736,184
1692,5,1122,293
1693,1,395,242
1694,1,1057,266
1695,1,787,790
1696,6,620,182
1697,1,6562,1037
1698,1,3605,1244
1699,1,3611,925
1700,1,2428,1041
1701,6,7615,1821
1702,4,4122,1639
1703,1,1314,327
1704,1,2309,938
1705,1,789,307
1706,1,2868,1108
1707,2,2825,566
1708,6,4453,1364
1709,1,702,456
1710,1,1018,418
1711,1,1325,690
1712,1,11130,2600
1713,1,3052,543
1714,1,1704,797
1715,1,952,388
1716,6,4801,1096
1717,1,1667,564
1718,1,4519,1047
1719,6,795,263
1720,1,503,197
1721,1,3298,596
1722,1,668,435
1723,2,6895,2294
1724,2,7083,1763
1725,1,1290,531
1726,1,849,168
1727,2,1884,721
1728,1,1698,450
1729,1,3485,869
1730,1,1522,428
1731,1,965,515
1732,1,1384,420
1733,2,817,206
1734,1,1964,574
1735,1,6259,1147
1736,1,910,208
1737,1,4044,717
1738,2,1746,350
1739,1,2462,1886
1740,1,1749,854
1741,1,5067,731
1742,1,1909,482
1743,1,3452,1138
1744,1,702,143
1745,1,1373,582
1746,1,5034,1222
1747,1,5384,665
1748,1,11634,2676
1749,2,2135,1827
1750,1,874,292
1751,1,2544,1300
1752,1,1767,349
1753,1,2839,1336
1754,2,1068,221
1755,4,1554,847
1756,4,1766,638
1757,1,3016,502
1758,1,876,273
1759,1,4578,970
1760,1,1292,505
1761,5,898,190
1762,1,13405,1323
1763,1,1387,533
1764,2,789,158
1765,1,2688,713
1766,1,797,202
1767,3,691,155
1768,1,747,452
1769,5,4434,681
1770,1,2330,1130
1771,1,1415,360
1772,1,2344,444
1773,1,1460,945
1774,1,3080,914
1775,1,20769,2050
1776,1,5385,1480
1777,2,1177,452
1778,1,2391,1041
1779,2,3403,813
1780,1,23107,3252
1781,1,5680,1031
1782,1,1433,487
1783,6,10503,2655
1784,1,1260,820
1785,1,6566,1050
1786,2,4578,1159
1787,1,5906,1591
1788,1,1648,416
1789,2,1279,694
1790,1,152,3
1791,2,623,271
1792,1,2277,762
1793,1,3889,1190
1794,1,2434,291
1795,2,1450,457
1796,1,1964,719
1797,1,1129,439
1798,1,4392,866
1799,1,1577,563
1800,1,21829,2404
1801,1,2250,938
1802,1,1892,480
1803,3,1043,322
1804,1,4122,745
1805,1,1989,357
1806,1,1599,415
1807,2,5360,1495
1808,1,1276,559
1809,1,2695,885
1810,1,2306,636
1811,1,911,298
1812,1,6010,1182
1813,2,824,358
1814,1,1650,399
1815,6,2508,1176
1816,1,825,257
1817,2,4364,1707
1818,1,13652,2418
1819,1,3774,1281
1820,1,1058,501
1821,1,3238,568
1822,2,2598,1110
1823,3,811,541
1824,1,5178,1763
1825,1,8481,1687
1826,2,2298,780
1827,1,6361,1052
1828,1,1664,428
1829,3,20803,2273
1830,2,1350,403
1831,1,941,298
1832,1,1885,777
1833,1,2203,586
1834,1,871,693
1835,1,1479,741
1836,1,1890,519
1837,1,4921,1129
1838,1,1476,665
1839,2,5580,1202
1840,1,1867,996
1841,1,572,283
1842,1,3719,1069
1843,5,2031,878
1844,1,1711,424
1845,5,1600,563
1846,1,9639,1384
1847,3,21138,2200
1848,1,4221,1000
1849,1,1103,306
1850,1,1430,355
1851,2,5412,1194
1852,1,120,141
1853,1,1424,153
1854,2,1319,565
1855,5,2346,1123
1856,1,795,303
1857,1,903,156
1858,1,1214,504
1859,1,994,374
1860,1,3085,1293
1861,1,1705,449
1862,1,1705,585
1863,4,868,205
1864,1,2419,525
1865,1,7046,1286
1866,2,4361,855
1867,2,4464,651
1868,1,918,246
1869,6,964,548
1870,1,1575,555
1871,1,5835,1503
1872,1,635,286
1873,3,2061,566
1874,1,1106,338
1875,1,1691,524
1876,1,1713,448
1877,1,1115,643
1878,1,4621,885
1879,1,21099,3618
1880,1,716,552
1881,1,2068,399
1882,1,2195,404
1883,1,8558,1189
1884,6,1441,222
1885,1,1915,820
1886,1,10086,1043
1887,1,1466,211
1888,1,8891,1021
1889,1,2426,875
1890,1,2852,482
1891,3,5757,1286
1892,1,2246,846
1893,5,7829,810
1894,1,1684,530
1895,3,942,698
1896,1,1854,747
1897,1,762,164
1898,1,1070,114
1899,1,513,526
1900,1,1091,432
1901,1,9487,1949
1902,1,2110,725
1903,1,1179,683
1904,1,1405,373
1905,1,4633,1065
1906,1,1419,381
1907,1,1424,409
1908,2,1809,1333
1909,1,11485,1621
1910,1,2241,579
1911,1,1616,283
1912,1,2750,690
1913,1,1541,607
1914,3,6678,1989
1915,1,10463,2034
1916,1,617,283
1917,5,3977,799
1918,1,4902,2300
1919,1,6772,1174
1920,1,901,928
1921,1,1054,467
1922,2,2895,960
1923,1,3174,549
1924,1,2260,880
1925,1,3573,829
1926,1,4960,638
1927,1,1443,329
1928,1,2782,255
1929,1,5586,598
1930,1,1283,337
1931,1,2641,632
1932,3,6388,1003
1933,1,2436,379
1934,1,1186,646
1935,1,3869,828
1936,1,1173,505
1937,1,1653,387
1938,1,23435,3434
1939,1,3285,640
1940,2,676,231
1941,2,2092,561
1942,2,5038,957
1943,3,1261,418
1944,1,1166,1771
1945,1,6676,907
1946,1,3836,1050
1947,1,0,745
1948,1,1421,278
1949,1,2003,1138
1950,1,1282,438
1951,2,13892,2304
1952,1,9945,2393
1953,1,5503,1215
1954,1,480,48
1955,1,853,292
1956,1,2281,1099
1957,1,4335,757
1958,6,6998,1785
1959,1,1811,689
1960,1,9062,1668
1961,1,1,133
1962,1,5846,953
1963,1,0,6
1964,6,2268,620
1965,1,5169,914
1966,6,1777,530
1967,1,3830,1879
1968,1,1985,576
1969,1,8143,1007
1970,2,1094,673
1971,1,1572,561
1972,1,2430,629
1973,1,5355,1363
1974,1,1422,274
1975,1,799,372
1976,1,1911,668
1977,1,499,141
1978,1,1330,172
1979,2,2429,1123
1980,1,1511,539
1981,1,1211,674
1982,2,2796,1417
1983,1,4342,941
1984,2,3379,636
1985,1,742,440
1986,1,1034,450
1987,1,8969,1595
1988,1,4690,1528
1989,1,953,335
1990,1,1986,340
1991,5,1058,327
1992,6,2204,473
1993,1,1290,1018
1994,2,3499,1662
1995,1,3339,1151
1996,1,3595,1488
1997,1,864,173
1998,1,4901,1223
1999,3,980,444
2000,1,955,461
2001,1,5989,1753
2002,2,4587,1726
2003,5,1282,277
2004,1,2716,675
2005,1,8415,1736
2006,2,1097,487
2007,1,5534,1286
2008,1,6457,952
2009,1,761,209
2010,1,1137,270
2011,1,9337,1396
2012,1,9058,1539
2013,6,3879,1272
2014,2,1756,593
2015,2,3298,1307
2016,1,1658,340
2017,1,8817,1019
2018,1,867,351
2019,1,708,328
2020,1,4499,1184
2021,1,9788,1655
2022,1,820,290
2023,5,1629,704
2024,1,2220,876
2025,1,1347,554
2026,2,2750,1367
2027,1,986,269
2028,1,669,140
2029,5,1227,385
2030,1,1072,514
2031,1,359,179
2032,1,5020,1791
2033,6,870,315
2034,1,1719,536
2035,1,20262,2422
2036,1,950,217
2037,6,10872,1885
2038,1,810,181
2039,1,809,258
2040,5,1069,343
2041,1,1906,492
2042,1,3554,676
2043,2,1303,1035
2044,1,490,66
2045,1,24369,2368
2046,1,2596,521
2047,1,1086,196
2048,1,3305,731
2049,1,3719,2512
2050,1,1926,346
2051,1,1773,941
2052,1,1708,649
2053,5,14074,1563
2054,1,2320,491
2055,1,406,80
2056,1,6773,692
2057,2,1249,418
2058,6,600,148
2059,4,1172,668
2060,2,1213,231
2061,1,5346,842
2062,2,802,1126
2063,1,1306,513
2064,1,1826,567
2065,1,2352,486
2066,1,5138,796
2067,2,2191,463
2068,1,2391,695
2069,1,1498,349
2070,1,1920,700
2071,1,2051,771
2072,1,2186,552
2073,2,8078,1383
2074,1,1579,500
2075,1,730,338
2076,1,3809,731
2077,1,1197,715
2078,1,3289,717
2079,1,2198,502
2080,1,4764,1073
2081,1,909,607
2082,1,668,71
2083,1,1727,499
2084,1,995,163
2085,4,12618,1441
2086,1,2896,566
2087,5,987,371
2088,1,643,214
2089,1,860,320
2090,1,986,186
2091,1,571,185
2092,2,1562,537
2093,1,1230,595
2094,1,3430,1136
2095,1,1276,418
2096,1,6092,1702
2097,1,1223,294
2098,2,1609,736
2099,1,3305,987
2100,1,4186,1340
2101,1,0,19
2102,1,2392,1242
2103,1,3979,1910
2104,1,25168,3462
2105,1,1941,1138
2106,1,1549,427
2107,1,6452,822
2108,1,1721,378
2109,5,497,116
2110,1,2291,352
2111,1,806,201
2112,1,2697,791
2113,1,4224,1898
2114,1,6348,2075
2115,1,3708,1077
2116,1,8010,915
2117,1,3284,658
2118,1,2099,981
2119,6,1279,688
2120,1,3289,645
2121,5,7107,1628
2122,1,3195,892
2123,1,20289,2348
2124,1,890,180
2125,2,780,360
2126,1,1501,533
2127,1,5334,1689
2128,5,5324,819
2129,2,1049,274
2130,3,1387,470
2131,1,533,351
2132,1,5693,1462
2133,2,21500,3222
2134,1,1164,336
2135,2,1117,204
2136,1,11472,2069
2137,1,1228,183
2138,2,2470,988
2139,1,19679,5423
2140,1,931,296
2141,4,4749,1099
2142,1,564,278
2143,1,1018,148
2144,1,925,409
2145,5,5794,924
2146,2,3156,898
2147,1,5472,1019
2148,5,3230,412
2149,1,1503,779
2150,2,508,359
2151,1,820,520
2152,1,940,146
2153,1,893,164
2154,1,3393,1213
2155,3,1820,757
2156,5,5726,1281
2157,2,5888,1275
2158,1,1337,440
2159,1,29,67
2160,1,5425,471
2161,5,3557,1236
2162,1,2254,637
2163,1,9653,1225
2164,1,976,375
2165,2,8231,972
2166,1,1918,593
2167,1,1488,333
2168,1,6547,622
2169,2,2463,394
2170,1,1232,596
2171,1,3799,1293
2172,1,9502,1285
2173,1,982,592
2174,1,1497,469
2175,1,1271,471
2176,5,14126,1576
2177,2,1257,181
2178,2,872,233
2179,1,1825,699
2180,1,6732,1872
2181,2,1449,246
2182,1,1085,455
2183,1,1303,262
2184,1,4034,1051
2185,1,2314,1003
2186,1,2453,977
2187,1,1765,726
2188,1,2462,366
2189,1,1815,751
2190,1,3020,893
2191,1,676,153
2192,2,9047,1852
2193,1,1738,480
2194,1,1469,797
2195,1,2293,1129
2196,1,820,969
2197,1,8308,1620
2198,2,20485,3302
2199,1,4725,1678
2200,1,1007,267
2201,1,3051,1507
2202,5,1075,343
2203,4,599,281
2204,1,897,253
2205,1,2555,1014
2206,1,2202,563
2207,6,1324,579
2208,1,5869,1419
2209,2,2484,1360
2210,5,8958,1358
2211,5,2098,811
2212,1,2415,737
2213,1,3005,1089
2214,1,3408,1302
2215,1,1255,543
2216,2,767,266
2217,1,2528,1105
2218,1,1554,492
2219,1,1906,368
2220,6,3132,600
2221,1,5612,1487
2222,1,12391,1175
2223,1,880,108
2224,1,2984,693
2225,1,5507,862
2226,1,1765,416
2227,1,5041,709
2228,1,2494,856
2229,1,5867,1186
2230,1,3341,1079
2231,1,1635,148
2232,5,9411,826
2233,1,1989,286
2234,1,663,133
2235,1,1284,761
2236,1,4718,421
2237,1,1767,293
2238,1,4006,1592
2239,1,4931,624
2240,1,3257,854
2241,1,20178,3494
2242,1,2929,689
2243,1,770,368
2244,1,1547,397
2245,3,3338,681
2246,1,939,367
2247,1,1622,1223
2248,2,2673,1449
2249,1,681,281
2250,1,1605,389
2251,1,4040,1084
2252,4,764,265
2253,1,2481,1385
2254,1,3226,1305
2255,1,1637,505
2256,2,5303,820
2257,1,1463,192
2258,1,1541,1029
2259,1,246,439
2260,1,9301,1707
2261,5,526,107
2262,5,9136,1448
2263,1,3759,935
2264,6,1603,388
2265,2,1802,465
2266,3,1636,542
2267,5,5309,1082
2268,1,1415,190
2269,6,27525,3136
2270,2,1240,421
2271,1,3699,744
2272,1,4940,1008
2273,1,1243,192
2274,1,2734,830
2275,2,1822,601
2276,1,2495,490
2277,2,1286,407
2278,3,2354,808
2279,1,4602,1381
2280,1,834,236
2281,1,2361,621
2282,1,2238,1153
2283,1,2314,413
2284,1,5804,1903
2285,1,1488,335
2286,1,1769,895
2287,2,190,364
2288,1,20479,2004
2289,5,499,231
2290,1,7513,1847
2291,1,2208,760
2292,1,1169,885
2293,1,6502,1379
2294,1,1677,348
2295,1,618,559
2296,1,1560,582
2297,1,21640,2545
2298,1,849,265
2299,2,1038,482
2300,6,2307,993
2301,2,477,186
2302,1,2225,671
2303,1,2849,1401
2304,1,851,278
2305,1,1242,517
2306,4,2166,1170
2307,2,551,804
2308,1,1721,1330
2309,1,1863,727
2310,2,38,8
2311,2,2347,619
2312,1,1618,608
2313,1,2366,827
2314,1,10410,2224
2315,1,898,174
2316,1,1575,460
2317,1,4378,842
2318,3,2251,922
2319,5,3573,682
2320,2,3189,1161
2321,1,951,146
2322,1,2956,1140
2323,1,568,462
2324,1,5624,1585
2325,1,1298,302
2326,1,2973,430
2327,2,1561,347
2328,1,3587,700
2329,1,4901,846
2330,2,2028,777
2331,1,922,357
2332,1,2075,765
2333,1,1134,954
2334,1,1197,308
2335,1,600,215
2336,1,12575,2162
2337,2,18126,2435
2338,1,1640,648
2339,2,0,484
2340,1,1422,604
2341,1,3432,780
2342,1,4934,890
2343,2,1715,257
2344,1,754,241
2345,1,5736,2358
2346,2,3118,912
2347,1,980,328
2348,1,1979,443
2349,1,487,177
2350,1,1577,1202
2351,1,1326,411
2352,1,2572,935
2353,1,1314,2294
2354,1,1896,566
2355,5,1098,394
2356,1,2151,740
2357,4,1094,475
2358,2,1993,882
2359,1,5809,1332
2360,2,1151,521
2361,2,3856,1101
2362,1,952,424
2363,2,1151,352
2364,4,10099,3714
2365,1,1828,479
2366,1,978,367
2367,1,10172,1756
2368,3,2802,1352
2369,1,4791,614
2370,1,756,145
2371,3,2134,808
2372,3,1557,909
2373,6,5849,1170
2374,2,2846,472
2375,2,1128,504
2376,2,6705,1875
2377,1,2088,458
2378,1,3097,498
2379,1,592,156
2380,1,3042,958
2381,6,1579,1177
2382,2,1914,681
2383,2,21100,4557
2384,2,3212,397
2385,1,1214,984
2386,1,6576,1108
2387,3,869,419
2388,1,2868,452
2389,1,946,220
2390,2,3779,1203
2391,4,7996,1483
2392,1,3773,735
2393,1,4022,932
2394,5,6583,1296
2395,1,9471,1649
2396,1,2056,623
2397,1,22730,2008
2398,3,3612,852
2399,1,2612,550
2400,1,3313,782
2401,1,1842,420
2402,1,3439,1016
2403,1,6824,591
2404,1,3508,612
2405,1,3707,1062
2406,1,6602,1298
2407,1,15655,1298
2408,1,8086,1807
2409,4,3746,1526
2410,1,2000,441
2411,1,5656,1486
2412,2,3305,625
2413,1,9877,3041
2414,1,1239,293
2415,1,4617,2092
2416,1,1822,475
2417,2,7098,1566
2418,5,9562,1985
2419,1,2987,1743
2420,1,2364,659
2421,1,2607,1327
2422,1,2528,1751
2423,1,2155,344
2424,1,4762,1364
2425,1,6275,2508
2426,1,5060,1608
2427,1,1059,281
2428,1,974,466
2429,2,1009,405
2430,3,2686,964
2431,1,1316,448
2432,3,3396,1051
2433,1,716,92
2434,2,820,527
2435,1,2073,845
2436,2,5346,2125
2437,1,1453,594
2438,1,4501,848
2439,4,318,98
2440,4,5788,1319
2441,1,570,107
2442,1,9543,2291
2443,1,2284,381
2444,1,1288,415
2445,1,5939,752
2446,5,2405,753
2447,3,1736,366
2448,1,5290,862
2449,1,3838,627
2450,1,1449,308
2451,1,3380,551
2452,1,4209,1770
2453,1,2485,477
2454,1,654,171
2455,2,1905,899
2456,1,16750,2024
2457,1,1428,338
2458,1,1626,251
2459,1,1299,433
2460,5,2352,417
2461,2,3044,819
2462,2,3239,1434
2463,1,2231,583
2464,1,4433,1275
2465,1,5596,2285
2466,1,12311,1552
2467,1,1535,425
2468,1,18590,2678
2469,1,5101,1559
2470,1,309,54
2471,1,1437,320
2472,1,3329,1147
2473,1,1705,376
2474,1,3495,906
2475,1,3756,1414
2476,3,952,336
2477,1,2649,1018
2478,1,1323,321
2479,1,3457,478
2480,2,559,451
2481,1,3390,959
2482,2,5354,825
2483,1,2548,898
2484,4,3625,536
2485,1,1343,662
2486,1,4033,1070
2487,5,1365,482
2488,1,2062,635
2489,4,775,178
2490,1,3771,1447
2491,2,1847,693
2492,1,2263,954
2493,1,21540,2699
2494,1,9541,3741
2495,1,3598,919
2496,1,4698,863
2497,2,1558,472
2498,1,1240,554
2499,1,305,124
2500,1,5327,1264
2501,6,19382,3750
2502,5,1218,466
2503,1,3043,1298
2504,1,2132,716
2505,1,957,370
2506,1,1115,233
2507,3,762,319
2508,1,6561,1079
2509,1,1489,521
2510,1,3419,850
2511,6,8145,1417
2512,5,396,435
2513,1,6648,942
2514,3,905,1163
2515,6,998,395
2516,1,952,817
2517,1,1302,562
2518,1,2337,869
2519,3,2468,592
2520,1,1738,440
2521,1,1849,456
2522,1,2993,724
2523,2,812,396
2524,1,10927,2739
2525,1,1698,373
2526,1,1345,475
2527,1,4027,1494
2528,1,1409,568
2529,5,597,204
2530,4,3540,495
2531,1,5319,758
2532,1,1589,298
2533,3,1934,621
2534,1,4120,1543
2535,1,6148,685
2536,1,1268,466
2537,1,805,314
2538,1,2090,744
2539,5,2900,842
2540,1,1402,667
2541,1,4090,1597
2542,6,5066,1614
2543,1,10210,851
2544,6,4657,631
2545,1,2997,762
2546,1,3863,1283
2547,6,5136,2202
2548,1,10142,1298
2549,2,1584,525
2550,3,1793,763
2551,1,1540,450
2552,2,7032,1289
2553,5,600,117
2554,4,1427,1258
2555,1,2924,478
2556,1,943,420
2557,2,599,260
2558,1,6117,1541
2559,1,2990,961
2560,2,1517,524
2561,1,8039,1226
2562,1,11090,3988
2563,1,2358,513
2564,1,4163,642
2565,1,578,128
2566,1,860,386
2567,2,14983,2435
2568,1,1434,898
2569,1,4069,1275
2570,1,772,338
2571,2,3250,566
2572,2,3191,1257
2573,5,773,711
2574,1,3763,747
2575,1,2428,345
2576,3,2599,344
2577,2,2895,1634
2578,1,3120,876
2579,1,2539,867
2580,1,1408,728
2581,1,2016,866
2582,1,1255,391
2583,6,2432,666
2584,1,1379,367
2585,2,691,353
2586,1,3049,1553
2587,1,875,233
2588,1,2179,833
2589,1,1622,456
2590,1,1545,1100
2591,1,3685,950
2592,1,5265,2357
2593,3,360,305
2594,1,1182,152
2595,1,1192,159
2596,1,385,263
2597,1,11694,1541
2598,1,1937,455
2599,1,2029,172
2600,1,1449,420
2601,2,5022,1292
2602,1,1337,842
2603,1,2250,233
2604,2,2584,695
2605,1,2332,1378
2606,2,3261,1985
2607,1,1597,227
2608,1,661,216
2609,1,1714,575
2610,2,4295,3468
2611,1,2248,525
2612,1,21448,2417
2613,5,1759,648
2614,1,1382,880
2615,1,1763,508
2616,1,4208,978
2617,1,2434,512
2618,1,997,359
2619,1,685,125
2620,1,624,127
2621,2,5780,2491
2622,1,621,240
2623,1,3207,1046
2624,5,3240,534
2625,1,1486,612
2626,1,2075,781
2627,2,2127,977
2628,1,2618,483
2629,1,1064,714
2630,1,3044,856
2631,2,20463,2161
2632,1,1156,567
2633,3,1180,428
2634,1,5516,1523
2635,1,2317,1018
2636,1,2094,383
2637,1,2888,684
2638,2,19864,2100
2639,1,2534,1866
2640,6,1904,1507
2641,5,1311,465
2642,1,1230,244
2643,1,788,274
2644,3,1262,486
2645,1,20120,2920
2646,4,872,373
2647,1,3211,352
2648,1,1095,276
2649,1,1872,589
2650,1,7965,717
2651,1,2761,1484
2652,1,699,391
2653,1,1168,190
2654,2,1776,484
2655,1,3094,820
2656,1,889,627
2657,1,2794,818
2658,1,1801,816
2659,1,410,157
2660,1,2785,1229
2661,1,6025,1338
2662,1,2547,628
2663,1,1955,605
2664,1,3290,1545
2665,5,869,539
2666,1,1263,467
2667,4,3284,1114
2668,2,1285,186
2669,1,1611,446
2670,1,363,161
2671,1,1357,482
2672,3,4309,1332
2673,1,1265,1108
2674,2,749,299
2675,1,1368,619
2676,1,48567,4803
2677,1,10219,2947
2678,1,2022,949
2679,1,2667,949
2680,1,1938,1586
2681,1,2225,465
2682,5,1119,725
2683,5,9900,1681
2684,1,9805,1150
2685,1,1079,278
2686,1,1658,630
2687,4,14023,1305
2688,1,615,232
2689,1,1508,1446
2690,1,1938,1130
2691,3,3900,1433
2692,1,5525,749
2693,1,2239,925
2694,1,1365,437
2695,1,2094,322
2696,6,19841,2232
2697,1,762,203
2698,1,1144,809
2699,1,21424,2175
2700,2,2074,914
2701,2,17566,3458
2702,1,5027,958
2703,1,1241,465
2704,1,711,361
2705,1,1492,549
2706,5,2530,1083
2707,2,5957,1269
2708,1,4522,709
2709,1,2538,484
2710,1,2029,641
2711,2,1496,289
2712,1,1047,483
2713,1,8796,2069
2714,1,1272,438
2715,1,2369,437
2716,1,999,344
2717,1,5443,1526
2718,2,11875,2385
2719,2,3536,1286
2720,1,720,125
2721,5,2150,1038
2722,1,1720,361
2723,1,1665,812
2724,2,2134,629
2725,1,2423,377
2726,1,1780,333
2727,6,3104,1419
2728,1,1106,435
2729,2,1878,471
2730,1,2370,392
2731,1,1028,1503
2732,2,2166,641
2733,1,408,96
2734,2,6368,1924
2735,5,5707,1561
2736,1,7387,938
2737,1,2189,1733
2738,1,871,203
2739,2,2079,627
2740,2,6040,1535
2741,1,8448,2375
2742,1,2210,734
2743,1,1457,852
2744,3,10255,2560
2745,1,2888,1163
2746,1,1832,790
2747,1,1182,572
2748,1,2252,494
2749,1,7143,1967
2750,2,2034,423
2751,1,2178,1099
2752,1,2981,379
2753,1,1760,790
2754,2,1323,407
2755,1,724,124
2756,1,1790,737
2757,1,1289,481
2758,1,1309,334
2759,1,2021,849
2760,1,3002,410
2761,1,894,155
2762,1,8730,810
2763,1,0,414
2764,1,11556,2444
2765,1,1621,511
2766,1,1787,712
2767,1,771,226
2768,1,2773,552
2769,2,1180,522
2770,1,6649,1781
2771,1,912,543
2772,1,1911,550
2773,6,3456,779
2774,1,3241,797
2775,1,1877,946
2776,1,2254,664
2777,1,4540,788
2778,1,1401,493
2779,1,1869,907
2780,1,2509,1107
2781,1,2102,426
2782,1,615,378
2783,1,2856,292
2784,2,6276,1537
2785,5,1278,341
2786,1,5274,855
2787,4,1915,434
2788,1,6004,1104
2789,1,3465,1250
2790,2,1551,419
2791,1,1303,593
2792,1,3395,560
2793,1,7861,1041
2794,1,1365,558
2795,1,716,93
2796,1,594,256
2797,1,2488,1383
2798,1,1483,661
2799,1,1360,327
2800,6,1466,315
2801,4,1661,604
2802,1,1830,685
2803,1,2020,1433
2804,6,20714,1657
2805,1,2453,532
2806,1,1703,821
2807,1,5402,1243
2808,1,6847,1766
2809,2,2639,432
2810,1,1359,517
2811,1,2794,590
2812,1,1216,314
2813,1,1246,1078
2814,1,2756,1039
2815,1,4642,1339
2816,3,5857,1583
2817,1,19933,3058
2818,1,8267,2344
2819,2,840,270
2820,1,2750,1392
2821,2,2048,1061
2822,1,1904,500
2823,1,4255,863
2824,1,1107,1545
2825,2,297,233
2826,1,1715,575
2827,1,1393,334
2828,1,1722,399
2829,2,4462,1121
2830,1,3299,497
2831,1,10129,2287
2832,6,9294,995
2833,1,1564,653
2834,2,8853,808
2835,1,1422,520
2836,6,1010,308
2837,1,1702,386
2838,1,1189,307
2839,1,900,487
2840,2,2391,346
2841,4,1860,538
2842,1,4478,1007
2843,1,4299,800
2844,1,5287,1664
2845,1,1358,1081
2846,2,1942,908
2847,1,1650,599
2848,1,1205,482
